,시도별,연도,합계출산율,1인당 지역총소득,1인당 개인소득,고용률,조혼인율,평균초혼연령(남편),평균초혼연령(아내),아파트매매실거래가격지수_연평균,주택수,미취업여성 (천명),경력단절여성 (천명),사교육비_평균(만원),소비자물가지수
354,경상북도,2020,1.003,35471,19798,61.13333333333333,3.4,33.01,30.38,88.48333333333333,1094306.0,160.0,71.0,20.7,100.0
355,경상남도,2020,0.945,31550,19759,60.583333333333336,3.6,33.06,30.52,87.52499999999999,1296944.0,223.0,93.0,24.1,99.99916666666667
356,제주특별자치도,2020,1.021,30030,19954,67.14166666666668,4.5,33.44,30.92,92.25833333333333,246451.0,34.0,14.0,27.3,100.0
357,전국,2021,0.808,40723,22059,60.48333333333333,3.8,33.35,31.08,135.79999999999998,18811627.0,3240.0,1448.0,36.7,102.49833333333333
358,서울특별시,2021,0.626,54571,24950,59.241666666666674,3.9,33.85,31.91,180.20833333333334,3068494.0,565.0,239.0,52.9,102.09666666666668
359,부산광역시,2021,0.728,31414,21035,56.19166666666667,3.3,33.4,31.3,119.97500000000001,1282831.0,184.0,78.0,36.9,102.46166666666666
360,대구광역시,2021,0.785,29552,20886,58.25,3.1,33.32,31.03,130.68333333333334,815588.0,153.0,77.0,40.0,102.64083333333333
361,인천광역시,2021,0.778,35499,21170,61.32499999999999,3.7,33.21,30.95,137.09166666666667,1053451.0,185.0,75.0,34.4,102.61916666666667
362,광주광역시,2021,0.896,33182,22209,58.17499999999999,3.4,33.73,31.04,129.49166666666667,542703.0,99.0,45.0,32.0,102.56583333333333
363,대전광역시,2021,0.81,34013,22565,60.900000000000006,3.7,32.9,30.63,156.86666666666667,501218.0,90.0,40.0,36.4,102.49833333333333
364,울산광역시,2021,0.94,57613,24897,57.69166666666666,3.6,32.76,30.59,107.30833333333334,396893.0,89.0,37.0,30.0,102.49083333333334
365,세종특별자치시,2021,1.277,40231,22162,62.63333333333333,4.5,33.41,31.1,,143798.0,30.0,16.0,36.9,102.71333333333332
366,경기도,2021,0.853,41477,21869,61.116666666666674,4.1,33.3,31.07,154.16666666666666,4608126.0,968.0,455.0,39.3,102.5675
367,충청북도,2021,0.949,38323,21019,63.34166666666667,3.7,32.74,30.36,105.72500000000001,650224.0,88.0,46.0,28.4,102.69416666666666
368,충청남도,2021,0.963,45399,21169,63.03333333333333,3.8,32.83,30.18,106.84166666666665,874666.0,136.0,66.0,26.0,102.765
369,전북특별자치도,2021,0.85,31803,20745,61.24166666666667,3.0,33.35,30.62,108.14999999999999,747880.0,91.0,34.0,27.4,102.58999999999999
370,전라남도,2021,1.017,37741,20779,64.61666666666667,3.4,33.46,30.42,111.84166666666665,811478.0,84.0,38.0,23.3,102.6175
371,경상북도,2021,0.966,38071,20522,61.00833333333333,3.1,33.23,30.68,101.43333333333334,1103666.0,167.0,70.0,27.9,102.73833333333333
372,경상남도,2021,0.903,33363,20535,60.666666666666664,3.2,33.21,30.89,99.11666666666667,1306263.0,209.0,85.0,27.6,102.53416666666668
373,제주특별자치도,2021,0.951,32580,20360,67.40833333333333,4.0,33.51,31.08,105.24166666666667,249629.0,27.0,14.0,29.6,102.62666666666667
